"id","appID","timestamp","action","user_id","lite"
"7710","524","2017-11-10 15:39:37.809+00","pause(""2017-11-10T15:39:37.805Z/2017-11-10T15:44:37.805Z"", 5)","35","f"
"7711","525","2017-11-10 15:39:38.159+00","pause(""2017-11-10T15:39:38.147Z/2017-11-10T15:44:38.147Z"", 5)","35","f"
"7712","526","2017-11-10 15:39:38.197+00","pause(""2017-11-10T15:39:38.195Z/2017-11-10T15:44:38.195Z"", 5)","35","f"
"7713","527","2017-11-10 15:39:38.342+00","pause(""2017-11-10T15:39:38.341Z/2017-11-10T15:44:38.341Z"", 5)","35","f"
"7714","528","2017-11-10 15:39:38.391+00","pause(""2017-11-10T15:39:38.389Z/2017-11-10T15:44:38.389Z"", 5)","35","f"
"7715","529","2017-11-10 15:40:36.359+00","pause(""2017-11-10T15:40:36.356Z/2017-11-10T15:45:36.356Z"", 5)","35","f"
"7716","530","2017-11-10 15:40:36.407+00","pause(""2017-11-10T15:40:36.404Z/2017-11-10T15:45:36.404Z"", 5)","35","f"
"7717","531","2017-11-10 15:42:40.124+00","unpause(""2017-11-10T15:37:40.123Z/2017-11-10T15:42:40.123Z"", 5)","35","f"
"7718","532","2017-11-10 15:42:40.171+00","unpause(""2017-11-10T15:37:40.170Z/2017-11-10T15:42:40.170Z"", 5)","35","f"
"7719","533","2017-11-10 15:42:54.309+00","unpause(""2017-11-10T15:37:54.309Z/2017-11-10T15:42:54.309Z"", 5)","35","f"
"7720","534","2017-11-10 15:42:54.375+00","unpause(""2017-11-10T15:37:54.357Z/2017-11-10T15:42:54.357Z"", 5)","35","f"
"7721","535","2017-11-10 15:42:54.797+00","unpause(""2017-11-10T15:37:54.796Z/2017-11-10T15:42:54.796Z"", 5)","35","f"
"7722","536","2017-11-10 15:43:21.806+00","unpause(""2017-11-10T15:38:21.805Z/2017-11-10T15:43:21.805Z"", 5)","35","f"
"7723","537","2017-11-10 15:43:21.964+00","unpause(""2017-11-10T15:38:21.852Z/2017-11-10T15:43:21.852Z"", 5)","35","f"
"7724","538","2017-11-10 15:43:22.489+00","unpause(""2017-11-10T15:38:22.488Z/2017-11-10T15:43:22.488Z"", 5)","35","f"
"7725","539","2017-11-10 15:43:22.536+00","unpause(""2017-11-10T15:38:22.535Z/2017-11-10T15:43:22.535Z"", 5)","35","f"
"7726","540","2017-11-10 15:43:23.657+00","unpause(""2017-11-10T15:38:23.656Z/2017-11-10T15:43:23.656Z"", 5)","35","f"
"7727","541","2017-11-10 15:43:23.705+00","unpause(""2017-11-10T15:38:23.704Z/2017-11-10T15:43:23.704Z"", 5)","35","f"
"7728","542","2017-11-10 15:43:27.947+00","unpause(""2017-11-10T15:38:27.946Z/2017-11-10T15:43:27.946Z"", 5)","35","f"
"7729","543","2017-11-10 15:43:27.996+00","unpause(""2017-11-10T15:38:27.996Z/2017-11-10T15:43:27.996Z"", 5)","35","f"
"7730","544","2017-11-10 15:43:28.24+00","unpause(""2017-11-10T15:38:28.239Z/2017-11-10T15:43:28.239Z"", 5)","35","f"
"7731","545","2017-11-10 15:43:28.289+00","unpause(""2017-11-10T15:38:28.288Z/2017-11-10T15:43:28.288Z"", 5)","35","f"
"7732","546","2017-11-10 15:43:28.679+00","unpause(""2017-11-10T15:38:28.678Z/2017-11-10T15:43:28.678Z"", 5)","35","f"
"7733","547","2017-11-10 15:43:28.727+00","unpause(""2017-11-10T15:38:28.727Z/2017-11-10T15:43:28.727Z"", 5)","35","f"
"7734","548","2017-11-10 15:43:28.825+00","unpause(""2017-11-10T15:38:28.825Z/2017-11-10T15:43:28.825Z"", 5)","35","f"
"7735","549","2017-11-10 15:43:28.876+00","unpause(""2017-11-10T15:38:28.874Z/2017-11-10T15:43:28.874Z"", 5)","35","f"
"7736","550","2017-11-10 15:43:29.313+00","unpause(""2017-11-10T15:38:29.312Z/2017-11-10T15:43:29.312Z"", 5)","35","f"
"7737","551","2017-11-10 15:43:29.365+00","unpause(""2017-11-10T15:38:29.360Z/2017-11-10T15:43:29.360Z"", 5)","35","f"
"7738","552","2017-11-10 15:43:30.254+00","unpause(""2017-11-10T15:38:30.237Z/2017-11-10T15:43:30.237Z"", 5)","35","f"
"7739","553","2017-11-10 15:43:30.286+00","unpause(""2017-11-10T15:38:30.285Z/2017-11-10T15:43:30.285Z"", 5)","35","f"
"7740","554","2017-11-10 15:43:33.115+00","unpause(""2017-11-10T15:38:33.114Z/2017-11-10T15:43:33.114Z"", 5)","35","f"
"7741","555","2017-11-10 15:43:37.991+00","unpause(""2017-11-10T15:38:37.990Z/2017-11-10T15:43:37.990Z"", 5)","35","f"
"7742","556","2017-11-10 15:43:38.037+00","unpause(""2017-11-10T15:38:38.037Z/2017-11-10T15:43:38.037Z"", 5)","35","f"
"7743","557","2017-11-10 15:43:51.837+00","unpause(""2017-11-10T15:38:51.836Z/2017-11-10T15:43:51.836Z"", 5)","35","f"
"7744","558","2017-11-10 15:43:51.883+00","unpause(""2017-11-10T15:38:51.883Z/2017-11-10T15:43:51.883Z"", 5)","35","f"
"7745","559","2017-11-10 15:43:51.983+00","unpause(""2017-11-10T15:38:51.981Z/2017-11-10T15:43:51.981Z"", 5)","35","f"
"7746","560","2017-11-10 15:43:52.029+00","unpause(""2017-11-10T15:38:52.028Z/2017-11-10T15:43:52.028Z"", 5)","35","f"
"7747","561","2017-11-10 15:43:52.614+00","unpause(""2017-11-10T15:38:52.613Z/2017-11-10T15:43:52.613Z"", 5)","35","f"
"7748","562","2017-11-10 15:43:52.664+00","unpause(""2017-11-10T15:38:52.663Z/2017-11-10T15:43:52.663Z"", 5)","35","f"
"7749","563","2017-11-10 15:43:53.105+00","unpause(""2017-11-10T15:38:53.103Z/2017-11-10T15:43:53.103Z"", 5)","35","f"
"7750","564","2017-11-10 15:43:53.149+00","unpause(""2017-11-10T15:38:53.149Z/2017-11-10T15:43:53.149Z"", 5)","35","f"
"7751","565","2017-11-10 15:43:53.443+00","unpause(""2017-11-10T15:38:53.442Z/2017-11-10T15:43:53.442Z"", 5)","35","f"
"7752","566","2017-11-10 15:43:53.736+00","unpause(""2017-11-10T15:38:53.735Z/2017-11-10T15:43:53.735Z"", 5)","35","f"
"7753","567","2017-11-10 15:43:53.784+00","unpause(""2017-11-10T15:38:53.783Z/2017-11-10T15:43:53.783Z"", 5)","35","f"
"7754","568","2017-11-10 15:43:54.371+00","unpause(""2017-11-10T15:38:54.370Z/2017-11-10T15:43:54.370Z"", 5)","35","f"
"7755","569","2017-11-10 15:43:54.417+00","unpause(""2017-11-10T15:38:54.416Z/2017-11-10T15:43:54.416Z"", 5)","35","f"
"7756","570","2017-11-10 15:43:55.056+00","unpause(""2017-11-10T15:38:55.056Z/2017-11-10T15:43:55.056Z"", 5)","35","f"
"7757","571","2017-11-10 15:43:55.102+00","unpause(""2017-11-10T15:38:55.101Z/2017-11-10T15:43:55.101Z"", 5)","35","f"
"7758","572","2017-11-10 15:43:56.758+00","unpause(""2017-11-10T15:38:56.757Z/2017-11-10T15:43:56.757Z"", 5)","35","f"
"7759","573","2017-11-10 15:43:56.806+00","unpause(""2017-11-10T15:38:56.806Z/2017-11-10T15:43:56.806Z"", 5)","35","f"
"7760","574","2017-11-10 15:44:05.584+00","unpause(""2017-11-10T15:39:05.582Z/2017-11-10T15:44:05.582Z"", 5)","35","f"
"7761","575","2017-11-10 15:44:05.632+00","unpause(""2017-11-10T15:39:05.631Z/2017-11-10T15:44:05.631Z"", 5)","35","f"
"7762","576","2017-11-10 15:44:14.212+00","unpause(""2017-11-10T15:39:14.211Z/2017-11-10T15:44:14.211Z"", 5)","35","f"
"7763","577","2017-11-10 15:44:14.26+00","unpause(""2017-11-10T15:39:14.259Z/2017-11-10T15:44:14.259Z"", 5)","35","f"
"7764","578","2017-11-10 15:44:15.285+00","unpause(""2017-11-10T15:39:15.284Z/2017-11-10T15:44:15.284Z"", 5)","35","f"
"7765","579","2017-11-10 15:44:15.294+00","unpause(""2017-11-10T15:39:15.290Z/2017-11-10T15:44:15.290Z"", 5)","35","f"
"7766","580","2017-11-10 15:44:15.656+00","unpause(""2017-11-10T15:39:15.626Z/2017-11-10T15:44:15.626Z"", 5)","35","f"
"7767","581","2017-11-10 15:44:15.661+00","unpause(""2017-11-10T15:39:15.632Z/2017-11-10T15:44:15.632Z"", 5)","35","f"
"7768","582","2017-11-10 15:44:15.674+00","unpause(""2017-11-10T15:39:15.673Z/2017-11-10T15:44:15.673Z"", 5)","35","f"
"7769","583","2017-11-10 15:44:15.82+00","unpause(""2017-11-10T15:39:15.819Z/2017-11-10T15:44:15.819Z"", 5)","35","f"
"7770","584","2017-11-10 15:44:15.968+00","unpause(""2017-11-10T15:39:15.967Z/2017-11-10T15:44:15.967Z"", 5)","35","f"
"7771","585","2017-11-10 15:44:16.014+00","unpause(""2017-11-10T15:39:16.013Z/2017-11-10T15:44:16.013Z"", 5)","35","f"
"7772","586","2017-11-10 15:44:22.791+00","unpause(""2017-11-10T15:39:22.790Z/2017-11-10T15:44:22.790Z"", 5)","35","f"
"7773","587","2017-11-10 15:44:22.84+00","unpause(""2017-11-10T15:39:22.839Z/2017-11-10T15:44:22.839Z"", 5)","35","f"
"7774","588","2017-11-10 15:44:27.86+00","unpause(""2017-11-10T15:39:27.860Z/2017-11-10T15:44:27.860Z"", 5)","35","f"
"7775","589","2017-11-10 15:44:27.999+00","unpause(""2017-11-10T15:39:27.998Z/2017-11-10T15:44:27.998Z"", 5)","35","f"
"7776","590","2017-11-10 15:44:28.056+00","unpause(""2017-11-10T15:39:28.054Z/2017-11-10T15:44:28.054Z"", 5)","35","f"
"7777","591","2017-11-10 15:44:29.181+00","unpause(""2017-11-10T15:39:29.180Z/2017-11-10T15:44:29.180Z"", 5)","35","f"
"7778","592","2017-11-10 15:44:29.19+00","unpause(""2017-11-10T15:39:29.188Z/2017-11-10T15:44:29.188Z"", 5)","35","f"
"7779","593","2017-11-10 15:44:29.958+00","unpause(""2017-11-10T15:39:29.957Z/2017-11-10T15:44:29.957Z"", 5)","35","f"
"7780","594","2017-11-10 15:44:30.006+00","unpause(""2017-11-10T15:39:30.006Z/2017-11-10T15:44:30.006Z"", 5)","35","f"
"7781","595","2017-11-10 15:44:32.883+00","unpause(""2017-11-10T15:39:32.882Z/2017-11-10T15:44:32.882Z"", 5)","35","f"
"7782","596","2017-11-10 15:44:32.93+00","unpause(""2017-11-10T15:39:32.930Z/2017-11-10T15:44:32.930Z"", 5)","35","f"
"7783","597","2017-11-10 15:44:36.149+00","unpause(""2017-11-10T15:39:36.149Z/2017-11-10T15:44:36.149Z"", 5)","35","f"
"7784","598","2017-11-10 15:44:36.196+00","unpause(""2017-11-10T15:39:36.196Z/2017-11-10T15:44:36.196Z"", 5)","35","f"
"7785","599","2017-11-10 15:44:37.757+00","unpause(""2017-11-10T15:39:37.756Z/2017-11-10T15:44:37.756Z"", 5)","35","f"
"7786","600","2017-11-10 15:44:37.806+00","unpause(""2017-11-10T15:39:37.805Z/2017-11-10T15:44:37.805Z"", 5)","35","f"
"7787","601","2017-11-10 15:44:38.149+00","unpause(""2017-11-10T15:39:38.147Z/2017-11-10T15:44:38.147Z"", 5)","35","f"
"7788","602","2017-11-10 15:44:38.196+00","unpause(""2017-11-10T15:39:38.195Z/2017-11-10T15:44:38.195Z"", 5)","35","f"
"7789","603","2017-11-10 15:44:38.341+00","unpause(""2017-11-10T15:39:38.341Z/2017-11-10T15:44:38.341Z"", 5)","35","f"
"7790","604","2017-11-10 15:44:38.39+00","unpause(""2017-11-10T15:39:38.389Z/2017-11-10T15:44:38.389Z"", 5)","35","f"
"7791","605","2017-11-10 15:45:36.357+00","unpause(""2017-11-10T15:40:36.356Z/2017-11-10T15:45:36.356Z"", 5)","35","f"
"7792","606","2017-11-10 15:45:36.407+00","unpause(""2017-11-10T15:40:36.404Z/2017-11-10T15:45:36.404Z"", 5)","35","f"
"7793","294","2017-11-10 16:19:13.254+00","pause(""2017-11-10T16:19:13.253Z/2017-11-10T16:24:13.253Z"", 5)","31","f"
"7794","295","2017-11-10 16:24:13.254+00","unpause(""2017-11-10T16:19:13.253Z/2017-11-10T16:24:13.253Z"", 5)","31","f"
"7795","607","2017-11-10 16:51:54.739+00","breakApproaching(55)","35","f"
"7796","296","2017-11-10 16:53:33.87+00","pause(""2017-11-10T16:53:33.869Z/2017-11-10T16:58:33.869Z"", 5)","31","f"
"7797","297","2017-11-10 16:53:33.974+00","pause(""2017-11-10T16:53:33.969Z/2017-11-10T16:58:33.969Z"", 5)","31","f"
"7798","298","2017-11-10 16:53:43.087+00","pause(""2017-11-10T16:53:43.086Z/2017-11-10T16:58:43.086Z"", 5)","31","f"
"7799","299","2017-11-10 16:53:43.136+00","pause(""2017-11-10T16:53:43.134Z/2017-11-10T16:58:43.134Z"", 5)","31","f"
"7800","300","2017-11-10 16:53:43.478+00","pause(""2017-11-10T16:53:43.475Z/2017-11-10T16:58:43.475Z"", 5)","31","f"
"7801","301","2017-11-10 16:53:43.526+00","pause(""2017-11-10T16:53:43.524Z/2017-11-10T16:58:43.524Z"", 5)","31","f"
"7802","302","2017-11-10 16:53:43.672+00","pause(""2017-11-10T16:53:43.669Z/2017-11-10T16:58:43.669Z"", 5)","31","f"
"7803","303","2017-11-10 16:53:44.404+00","pause(""2017-11-10T16:53:44.401Z/2017-11-10T16:58:44.401Z"", 5)","31","f"
"7804","304","2017-11-10 16:53:44.452+00","pause(""2017-11-10T16:53:44.450Z/2017-11-10T16:58:44.450Z"", 5)","31","f"
"7805","305","2017-11-10 16:53:45.039+00","pause(""2017-11-10T16:53:45.035Z/2017-11-10T16:58:45.035Z"", 5)","31","f"
"7806","306","2017-11-10 16:53:45.046+00","pause(""2017-11-10T16:53:45.036Z/2017-11-10T16:58:45.036Z"", 5)","31","f"
"7807","307","2017-11-10 16:53:50.593+00","pause(""2017-11-10T16:53:50.593Z/2017-11-10T16:58:50.593Z"", 5)","31","f"
"7808","308","2017-11-10 16:53:50.644+00","pause(""2017-11-10T16:53:50.641Z/2017-11-10T16:58:50.641Z"", 5)","31","f"
"7809","309","2017-11-10 16:53:50.889+00","pause(""2017-11-10T16:53:50.886Z/2017-11-10T16:58:50.886Z"", 5)","31","f"
"7810","310","2017-11-10 16:53:51.669+00","pause(""2017-11-10T16:53:51.665Z/2017-11-10T16:58:51.665Z"", 5)","31","f"
"7811","608","2017-11-10 16:54:33.052+00","pause(""2017-11-10T16:54:33.051Z/2017-11-10T16:59:33.051Z"", 5)","35","f"
"7812","135","2017-11-10 11:48:19.947+00","pause(""2017-11-10T11:48:19.625Z/2017-11-10T11:53:19.625Z"", 5)","32","f"
"7813","136","2017-11-10 11:48:20.06+00","pause(""2017-11-10T11:48:19.705Z/2017-11-10T11:53:19.705Z"", 5)","32","f"
"7814","137","2017-11-10 11:48:20.401+00","pause(""2017-11-10T11:48:20.388Z/2017-11-10T11:53:20.388Z"", 5)","32","f"
"7815","138","2017-11-10 11:48:20.446+00","pause(""2017-11-10T11:48:20.438Z/2017-11-10T11:53:20.438Z"", 5)","32","f"
"7816","139","2017-11-10 11:49:23.68+00","pause(""2017-11-10T11:49:23.670Z/2017-11-10T11:54:23.670Z"", 5)","32","f"
"7817","140","2017-11-10 11:49:23.822+00","pause(""2017-11-10T11:49:23.814Z/2017-11-10T11:54:23.814Z"", 5)","32","f"
"7818","141","2017-11-10 11:49:24.216+00","pause(""2017-11-10T11:49:24.204Z/2017-11-10T11:54:24.204Z"", 5)","32","f"
"7904","229","2017-11-11 16:29:39.706+00","none()","30","f"
"7819","142","2017-11-10 11:49:24.312+00","pause(""2017-11-10T11:49:24.301Z/2017-11-10T11:54:24.301Z"", 5)","32","f"
"7820","143","2017-11-10 11:49:34.94+00","pause(""2017-11-10T11:49:34.927Z/2017-11-10T11:54:34.927Z"", 5)","32","f"
"7821","144","2017-11-10 11:49:34.984+00","pause(""2017-11-10T11:49:34.977Z/2017-11-10T11:54:34.977Z"", 5)","32","f"
"7822","145","2017-11-10 11:53:19.652+00","unpause(""2017-11-10T11:48:19.625Z/2017-11-10T11:53:19.625Z"", 5)","32","f"
"7823","146","2017-11-10 11:53:19.709+00","unpause(""2017-11-10T11:48:19.705Z/2017-11-10T11:53:19.705Z"", 5)","32","f"
"7824","147","2017-11-10 11:53:20.39+00","unpause(""2017-11-10T11:48:20.388Z/2017-11-10T11:53:20.388Z"", 5)","32","f"
"7825","148","2017-11-10 11:53:20.439+00","unpause(""2017-11-10T11:48:20.438Z/2017-11-10T11:53:20.438Z"", 5)","32","f"
"7826","149","2017-11-10 11:54:23.672+00","unpause(""2017-11-10T11:49:23.670Z/2017-11-10T11:54:23.670Z"", 5)","32","f"
"7827","150","2017-11-10 11:54:23.815+00","unpause(""2017-11-10T11:49:23.814Z/2017-11-10T11:54:23.814Z"", 5)","32","f"
"7828","151","2017-11-10 11:54:24.208+00","unpause(""2017-11-10T11:49:24.204Z/2017-11-10T11:54:24.204Z"", 5)","32","f"
"7829","152","2017-11-10 11:54:24.303+00","unpause(""2017-11-10T11:49:24.301Z/2017-11-10T11:54:24.301Z"", 5)","32","f"
"7830","153","2017-11-10 11:54:34.929+00","unpause(""2017-11-10T11:49:34.927Z/2017-11-10T11:54:34.927Z"", 5)","32","f"
"7831","154","2017-11-10 11:54:34.978+00","unpause(""2017-11-10T11:49:34.977Z/2017-11-10T11:54:34.977Z"", 5)","32","f"
"7832","155","2017-11-10 13:58:56.814+00","pause(""2017-11-10T13:58:56.752Z/2017-11-10T14:03:56.752Z"", 5)","32","f"
"7833","156","2017-11-10 13:58:56.827+00","pause(""2017-11-10T13:58:56.798Z/2017-11-10T14:03:56.798Z"", 5)","32","f"
"7834","157","2017-11-10 13:59:29.011+00","pause(""2017-11-10T13:59:29.006Z/2017-11-10T14:04:29.006Z"", 5)","32","f"
"7835","158","2017-11-10 13:59:29.057+00","pause(""2017-11-10T13:59:29.051Z/2017-11-10T14:04:29.051Z"", 5)","32","f"
"7836","159","2017-11-10 13:59:29.84+00","pause(""2017-11-10T13:59:29.833Z/2017-11-10T14:04:29.833Z"", 5)","32","f"
"7837","160","2017-11-10 13:59:29.986+00","pause(""2017-11-10T13:59:29.978Z/2017-11-10T14:04:29.978Z"", 5)","32","f"
"7838","161","2017-11-10 14:00:21.414+00","pause(""2017-11-10T14:00:21.407Z/2017-11-10T14:05:21.407Z"", 5)","32","f"
"7839","162","2017-11-10 14:00:21.459+00","pause(""2017-11-10T14:00:21.456Z/2017-11-10T14:05:21.456Z"", 5)","32","f"
"7840","163","2017-11-10 14:03:56.754+00","unpause(""2017-11-10T13:58:56.752Z/2017-11-10T14:03:56.752Z"", 5)","32","f"
"7841","164","2017-11-10 14:03:56.813+00","unpause(""2017-11-10T13:58:56.798Z/2017-11-10T14:03:56.798Z"", 5)","32","f"
"7842","165","2017-11-10 14:04:29.008+00","unpause(""2017-11-10T13:59:29.006Z/2017-11-10T14:04:29.006Z"", 5)","32","f"
"7843","166","2017-11-10 14:04:29.054+00","unpause(""2017-11-10T13:59:29.051Z/2017-11-10T14:04:29.051Z"", 5)","32","f"
"7844","167","2017-11-10 14:04:29.835+00","unpause(""2017-11-10T13:59:29.833Z/2017-11-10T14:04:29.833Z"", 5)","32","f"
"7845","168","2017-11-10 14:04:29.98+00","unpause(""2017-11-10T13:59:29.978Z/2017-11-10T14:04:29.978Z"", 5)","32","f"
"7846","169","2017-11-10 14:05:21.598+00","unpause(""2017-11-10T14:00:21.407Z/2017-11-10T14:05:21.407Z"", 5)","32","f"
"7847","170","2017-11-10 14:05:21.647+00","unpause(""2017-11-10T14:00:21.456Z/2017-11-10T14:05:21.456Z"", 5)","32","f"
"7848","171","2017-11-10 16:49:47.852+00","breakApproaching(45)","32","f"
"7849","172","2017-11-10 16:54:35.989+00","none()","32","f"
"7850","173","2017-11-10 16:54:36.861+00","breakApproaching(45)","32","f"
"7851","609","2017-11-10 16:54:35.734+00","pause(""2017-11-10T16:54:35.732Z/2017-11-10T16:59:35.732Z"", 5)","35","f"
"7852","610","2017-11-10 16:54:35.782+00","pause(""2017-11-10T16:54:35.780Z/2017-11-10T16:59:35.780Z"", 5)","35","f"
"7853","611","2017-11-10 16:54:38.665+00","pause(""2017-11-10T16:54:38.657Z/2017-11-10T16:59:38.657Z"", 5)","35","f"
"7854","612","2017-11-10 16:54:38.709+00","pause(""2017-11-10T16:54:38.706Z/2017-11-10T16:59:38.706Z"", 5)","35","f"
"7855","613","2017-11-10 16:54:41.372+00","none()","35","f"
"7856","614","2017-11-10 16:55:19.952+00","pause(""2017-11-10T16:55:19.950Z/2017-11-10T17:00:19.950Z"", 5)","35","f"
"7857","615","2017-11-10 16:55:20.001+00","pause(""2017-11-10T16:55:19.998Z/2017-11-10T17:00:19.998Z"", 5)","35","f"
"7858","174","2017-11-10 16:55:49.343+00","none()","32","f"
"7859","175","2017-11-10 16:55:50.217+00","breakApproaching(45)","32","f"
"7860","616","2017-11-10 16:55:58.464+00","pause(""2017-11-10T16:55:58.463Z/2017-11-10T17:00:58.463Z"", 5)","35","f"
"7861","617","2017-11-10 16:55:58.517+00","pause(""2017-11-10T16:55:58.509Z/2017-11-10T17:00:58.509Z"", 5)","35","f"
"7862","618","2017-11-10 16:56:05.685+00","none()","35","f"
"7863","176","2017-11-10 16:57:06.02+00","none()","32","f"
"7864","177","2017-11-10 16:57:17.661+00","none()","32","f"
"7865","311","2017-11-10 16:58:33.888+00","unpause(""2017-11-10T16:53:33.869Z/2017-11-10T16:58:33.869Z"", 5)","31","f"
"7866","312","2017-11-10 16:58:33.97+00","unpause(""2017-11-10T16:53:33.969Z/2017-11-10T16:58:33.969Z"", 5)","31","f"
"7867","313","2017-11-10 16:58:43.088+00","unpause(""2017-11-10T16:53:43.086Z/2017-11-10T16:58:43.086Z"", 5)","31","f"
"7868","314","2017-11-10 16:58:43.136+00","unpause(""2017-11-10T16:53:43.134Z/2017-11-10T16:58:43.134Z"", 5)","31","f"
"7869","315","2017-11-10 16:58:43.476+00","unpause(""2017-11-10T16:53:43.475Z/2017-11-10T16:58:43.475Z"", 5)","31","f"
"7870","316","2017-11-10 16:58:43.526+00","unpause(""2017-11-10T16:53:43.524Z/2017-11-10T16:58:43.524Z"", 5)","31","f"
"7871","317","2017-11-10 16:58:43.67+00","unpause(""2017-11-10T16:53:43.669Z/2017-11-10T16:58:43.669Z"", 5)","31","f"
"7872","318","2017-11-10 16:58:44.402+00","unpause(""2017-11-10T16:53:44.401Z/2017-11-10T16:58:44.401Z"", 5)","31","f"
"7873","319","2017-11-10 16:58:44.451+00","unpause(""2017-11-10T16:53:44.450Z/2017-11-10T16:58:44.450Z"", 5)","31","f"
"7874","320","2017-11-10 16:58:45.037+00","unpause(""2017-11-10T16:53:45.035Z/2017-11-10T16:58:45.035Z"", 5)","31","f"
"7875","321","2017-11-10 16:58:45.045+00","unpause(""2017-11-10T16:53:45.036Z/2017-11-10T16:58:45.036Z"", 5)","31","f"
"7876","322","2017-11-10 16:58:50.595+00","unpause(""2017-11-10T16:53:50.593Z/2017-11-10T16:58:50.593Z"", 5)","31","f"
"7877","323","2017-11-10 16:58:50.642+00","unpause(""2017-11-10T16:53:50.641Z/2017-11-10T16:58:50.641Z"", 5)","31","f"
"7878","324","2017-11-10 16:58:50.888+00","unpause(""2017-11-10T16:53:50.886Z/2017-11-10T16:58:50.886Z"", 5)","31","f"
"7879","325","2017-11-10 16:58:51.668+00","unpause(""2017-11-10T16:53:51.665Z/2017-11-10T16:58:51.665Z"", 5)","31","f"
"7880","394","2017-11-10 17:40:08.321+00","pause(""2017-11-10T17:40:08.292Z/2017-11-10T17:45:08.292Z"", 5)","41","f"
"7881","395","2017-11-10 17:45:08.294+00","unpause(""2017-11-10T17:40:08.292Z/2017-11-10T17:45:08.292Z"", 5)","41","f"
"7882","178","2017-11-10 17:59:41.594+00","none()","32","f"
"7883","214","2017-11-10 16:20:00.702+00","none()","30","f"
"7884","215","2017-11-10 16:20:01.613+00","breakOverdue(60)","30","f"
"7885","216","2017-11-10 16:49:34.852+00","none()","30","f"
"7886","217","2017-11-10 16:49:35.942+00","breakOverdue(60)","30","f"
"7887","218","2017-11-10 18:04:04.395+00","none()","30","f"
"7888","219","2017-11-10 18:04:05.795+00","breakOverdue(60)","30","f"
"7889","179","2017-11-10 18:12:42.186+00","none()","32","f"
"7890","180","2017-11-10 18:52:05.632+00","none()","32","f"
"7891","181","2017-11-10 20:20:37.526+00","none()","32","f"
"7892","220","2017-11-10 21:02:55.379+00","none()","30","f"
"7893","221","2017-11-10 21:02:56.348+00","breakOverdue(60)","30","f"
"7894","222","2017-11-10 22:55:03.53+00","none()","30","f"
"7895","223","2017-11-10 22:55:05.002+00","breakOverdue(60)","30","f"
"7896","182","2017-11-10 23:20:47.048+00","none()","32","f"
"7897","17","2017-11-10 15:35:29.729+00","breakOverdue(60)","38","f"
"7898","18","2017-11-10 16:21:08.391+00","none()","38","f"
"7899","224","2017-11-11 00:40:55.564+00","none()","30","f"
"7900","225","2017-11-11 09:07:18.52+00","none()","30","f"
"7901","226","2017-11-11 10:25:55.09+00","none()","30","f"
"7905","396","2017-11-11 18:47:48.901+00","pause(""2017-11-11T18:47:48.836Z/2017-11-11T18:52:48.836Z"", 5)","41","f"
"7906","397","2017-11-11 18:47:48.916+00","pause(""2017-11-11T18:47:48.871Z/2017-11-11T18:52:48.871Z"", 5)","41","f"
"7907","398","2017-11-11 18:47:51.36+00","pause(""2017-11-11T18:47:51.354Z/2017-11-11T18:52:51.354Z"", 5)","41","f"
"7908","399","2017-11-11 18:47:51.378+00","pause(""2017-11-11T18:47:51.360Z/2017-11-11T18:52:51.360Z"", 5)","41","f"
"7909","400","2017-11-11 18:47:51.408+00","pause(""2017-11-11T18:47:51.403Z/2017-11-11T18:52:51.403Z"", 5)","41","f"
"7910","401","2017-11-11 18:47:57.316+00","pause(""2017-11-11T18:47:57.304Z/2017-11-11T18:52:57.304Z"", 5)","41","f"
"7911","402","2017-11-11 18:47:57.331+00","pause(""2017-11-11T18:47:57.315Z/2017-11-11T18:52:57.315Z"", 5)","41","f"
"7912","403","2017-11-11 18:47:57.61+00","pause(""2017-11-11T18:47:57.594Z/2017-11-11T18:52:57.594Z"", 5)","41","f"
"7913","404","2017-11-11 18:47:57.648+00","pause(""2017-11-11T18:47:57.643Z/2017-11-11T18:52:57.643Z"", 5)","41","f"
"7914","405","2017-11-11 18:47:58.19+00","pause(""2017-11-11T18:47:58.182Z/2017-11-11T18:52:58.182Z"", 5)","41","f"
"7915","406","2017-11-11 18:47:58.233+00","pause(""2017-11-11T18:47:58.227Z/2017-11-11T18:52:58.227Z"", 5)","41","f"
"7916","407","2017-11-11 18:48:15.636+00","pause(""2017-11-11T18:48:14.558Z/2017-11-11T18:53:14.558Z"", 5)","41","f"
"7917","408","2017-11-11 18:48:16.185+00","pause(""2017-11-11T18:48:14.607Z/2017-11-11T18:53:14.607Z"", 5)","41","f"
"7918","409","2017-11-11 18:48:16.215+00","pause(""2017-11-11T18:48:16.118Z/2017-11-11T18:53:16.118Z"", 5)","41","f"
"7919","410","2017-11-11 18:48:16.268+00","pause(""2017-11-11T18:48:16.167Z/2017-11-11T18:53:16.167Z"", 5)","41","f"
"7920","411","2017-11-11 18:48:21.434+00","pause(""2017-11-11T18:48:16.704Z/2017-11-11T18:53:16.704Z"", 5)","41","f"
"7921","412","2017-11-11 18:48:21.446+00","pause(""2017-11-11T18:48:16.754Z/2017-11-11T18:53:16.754Z"", 5)","41","f"
"7922","413","2017-11-11 18:48:21.505+00","pause(""2017-11-11T18:48:16.849Z/2017-11-11T18:53:16.849Z"", 5)","41","f"
