id,appID,timestamp,key,value,user_id,lite
715,17,2017-11-10 11:08:18.024+00,0fa3073f_8f7e_4c75_b917_d6c460e3616a,0.5,37,f
716,18,2017-11-10 11:08:53.17+00,e5a6b00e_c417_4aae_88fa_439f964f1cb7,ODR_0_78125_HZ,37,f
717,18,2017-11-10 11:08:53.17+00,e5a6b00e_c417_4aae_88fa_439f964f1cb7,ODR_0_78125_HZ,37,f
718,46,2017-11-10 13:33:08.322+00,e5a6b00e_c417_4aae_88fa_439f964f1cb7,ODR_0_78125_HZ,31,f
719,47,2017-11-10 13:38:25.472+00,225bc5fd_ace6_4559_bbfc_74328ec74fd6,,31,f
720,48,2017-11-10 13:38:25.514+00,1f0f7026_d1ea_4bed_bb0a_d63929ee0bd7,,31,f
721,49,2017-11-10 13:39:25.16+00,225bc5fd_ace6_4559_bbfc_74328ec74fd6,EF:E0:C9:D5:67:E1,31,f
722,50,2017-11-10 13:40:32.943+00,1f0f7026_d1ea_4bed_bb0a_d63929ee0bd7,D6:EA:1B:BB:49:6A,31,f
723,30,2017-11-10 12:41:15.947+00,7fcb5ad9_3d36_4562_8554_5e11bbb95cb8,TRUE,30,f
724,1,2017-11-12 14:53:48.872+00,225bc5fd_ace6_4559_bbfc_74328ec74fd6,E1:F1:CC:4F:67:0C,29,f
725,2,2017-11-12 14:53:52.794+00,e4f71d42_50b8_4da0_a5ae_a0792967862e,27,29,f
726,3,2017-11-12 14:55:06.036+00,1f0f7026_d1ea_4bed_bb0a_d63929ee0bd7,DC:0E:FA:92:1F:86,29,f
727,4,2017-11-12 14:55:32.429+00,a3fb256f_537f_4866_98a6_08b74243c3d5,36,29,f
728,5,2017-11-12 14:55:32.432+00,538e7732_8683_4252_a01a_de5f569ef1d3,step,29,f
729,6,2017-11-12 14:55:32.439+00,0fa3073f_8f7e_4c75_b917_d6c460e3616a,0.5,29,f
730,7,2017-11-12 14:55:32.443+00,a2a6d8d1_8855_440a_a674_999dddd86d91,15,29,f
731,8,2017-11-12 14:55:32.451+00,3d4cfd67_fe21_4806_9fa2_191d2a684f70,DTW_700_MS,29,f
732,9,2017-11-12 14:55:32.453+00,419b3734_2726_44cc_93e4_b8675ad59dd5,23,29,f
733,10,2017-11-12 14:55:32.456+00,a9369024_729c_4fea_974e_e94ddba2be9a,4,29,f
734,11,2017-11-12 14:55:32.467+00,905a0988_d36e_4be4_b0ca_2e28855f3acc,NORMAL,29,f
735,12,2017-11-12 14:55:32.472+00,f36e4e95_0889_4ef1_a406_b3b62e019d61,1,29,f
736,13,2017-11-12 14:55:32.479+00,d165b310_d3ff_4388_bc9b_1165482b3aea,PT_1_S,29,f
737,14,2017-11-12 14:55:32.484+00,364cf54c_4b20_4e6e_949e_519f310be942,6,29,f
738,15,2017-11-12 14:55:32.487+00,ae897343_bdc5_4a2d_b1ee_5bec1e2ba28e,60,29,f
739,16,2017-11-12 14:55:32.489+00,276f9ec4_a7c0_4012_8385_b323388d6045,5,29,f
740,17,2017-11-12 14:55:32.497+00,e5a6b00e_c417_4aae_88fa_439f964f1cb7,ODR_0_78125_HZ,29,f
741,18,2017-11-12 14:55:32.502+00,fbd141f0_fe66_4676_baf3_f1dd3077871e,0,29,f
742,19,2017-11-12 14:55:32.51+00,8ef28a85_2b43_4832_a0ea_e5456e250e49,TST_75_MS,29,f
743,20,2017-11-12 14:55:32.518+00,21cacb0b_f125_4eb9_aa29_5d678e39d3e7,AR_4G,29,f
744,21,2017-11-12 14:55:32.529+00,ab1076d7_26e5_427d_b584_eb54285f9be1,TQT_20_MS,29,f
745,22,2017-11-12 14:55:32.537+00,f31af45c_0448_42cb_bf1b_07de22dfc5e3,ST_1_5_S,29,f
746,23,2017-11-12 17:30:22.56+00,first_alert_pattern,breathe,29,f
747,24,2017-11-12 17:30:22.587+00,third_alert_time,60,29,f
748,25,2017-11-12 17:30:22.59+00,280d80d7_2313_4f1c_b7f2_42226dbadb62,TRUE,29,f
749,26,2017-11-12 17:30:22.593+00,second_alert_time,55,29,f
750,27,2017-11-12 17:30:22.596+00,third_alert_colour,-65536,29,f
751,28,2017-11-12 17:30:22.599+00,5fdf6a77_a614_4a9a_990f_8cc66912b89a,5,29,f
752,29,2017-11-12 17:30:22.611+00,first_alert_colour,-23040,29,f
753,30,2017-11-12 17:30:22.613+00,second_alert_colour,-65536,29,f
754,31,2017-11-12 17:30:22.619+00,third_alert_pattern,on,29,f
755,32,2017-11-12 17:30:22.625+00,second_alert_pattern,breathe,29,f
756,33,2017-11-12 17:30:22.627+00,first_alert_time,45,29,f
757,34,2017-11-12 17:59:40.999+00,225bc5fd_ace6_4559_bbfc_74328ec74fd6,,29,f
758,35,2017-11-12 17:59:41.114+00,1f0f7026_d1ea_4bed_bb0a_d63929ee0bd7,,29,f
759,36,2017-11-12 18:00:36.828+00,225bc5fd_ace6_4559_bbfc_74328ec74fd6,DC:0E:FA:92:1F:86,29,f
760,37,2017-11-12 18:01:32.446+00,1f0f7026_d1ea_4bed_bb0a_d63929ee0bd7,E1:F1:CC:4F:67:0C,29,f
761,1,2017-11-12 19:55:31.462+00,225bc5fd_ace6_4559_bbfc_74328ec74fd6,E1:F1:CC:4F:67:0C,29,f
762,2,2017-11-12 19:55:35.007+00,e4f71d42_50b8_4da0_a5ae_a0792967862e,27,29,f
763,3,2017-11-12 19:56:32.229+00,1f0f7026_d1ea_4bed_bb0a_d63929ee0bd7,DC:0E:FA:92:1F:86,29,f
764,4,2017-11-12 20:19:18.504+00,first_alert_pattern,breathe,29,f
765,5,2017-11-12 20:19:18.506+00,third_alert_time,60,29,f
766,6,2017-11-12 20:19:18.509+00,280d80d7_2313_4f1c_b7f2_42226dbadb62,TRUE,29,f
767,7,2017-11-12 20:19:18.512+00,second_alert_time,55,29,f
768,8,2017-11-12 20:19:18.516+00,third_alert_colour,-65536,29,f
769,9,2017-11-12 20:19:18.518+00,5fdf6a77_a614_4a9a_990f_8cc66912b89a,5,29,f
770,10,2017-11-12 20:19:18.52+00,first_alert_colour,-23040,29,f
771,11,2017-11-12 20:19:18.522+00,second_alert_colour,-65536,29,f
772,12,2017-11-12 20:19:18.525+00,third_alert_pattern,on,29,f
773,13,2017-11-12 20:19:18.529+00,second_alert_pattern,breathe,29,f
774,14,2017-11-12 20:19:18.537+00,first_alert_time,45,29,f
775,15,2017-11-12 20:19:22.382+00,225bc5fd_ace6_4559_bbfc_74328ec74fd6,,29,f
776,16,2017-11-12 20:19:22.385+00,1f0f7026_d1ea_4bed_bb0a_d63929ee0bd7,,29,f
777,17,2017-11-12 20:21:51.915+00,225bc5fd_ace6_4559_bbfc_74328ec74fd6,E1:F1:CC:4F:67:0C,29,f
778,18,2017-11-12 20:54:21.814+00,1f0f7026_d1ea_4bed_bb0a_d63929ee0bd7,DC:0E:FA:92:1F:86,29,f
779,19,2017-11-13 08:13:05.361+00,a3fb256f_537f_4866_98a6_08b74243c3d5,36,29,f
780,20,2017-11-13 08:13:05.363+00,538e7732_8683_4252_a01a_de5f569ef1d3,step,29,f
781,21,2017-11-13 08:13:05.366+00,0fa3073f_8f7e_4c75_b917_d6c460e3616a,0.5,29,f
782,22,2017-11-13 08:13:05.386+00,a2a6d8d1_8855_440a_a674_999dddd86d91,15,29,f
783,23,2017-11-13 08:13:05.389+00,3d4cfd67_fe21_4806_9fa2_191d2a684f70,DTW_700_MS,29,f
784,24,2017-11-13 08:13:05.394+00,419b3734_2726_44cc_93e4_b8675ad59dd5,23,29,f
785,25,2017-11-13 08:13:05.396+00,a9369024_729c_4fea_974e_e94ddba2be9a,4,29,f
786,26,2017-11-13 08:13:05.399+00,905a0988_d36e_4be4_b0ca_2e28855f3acc,NORMAL,29,f
787,27,2017-11-13 08:13:05.403+00,f36e4e95_0889_4ef1_a406_b3b62e019d61,1,29,f
788,28,2017-11-13 08:13:05.405+00,d165b310_d3ff_4388_bc9b_1165482b3aea,PT_1_S,29,f
789,29,2017-11-13 08:13:05.408+00,364cf54c_4b20_4e6e_949e_519f310be942,6,29,f
790,30,2017-11-13 08:13:05.412+00,ae897343_bdc5_4a2d_b1ee_5bec1e2ba28e,60,29,f
791,31,2017-11-13 08:13:05.414+00,276f9ec4_a7c0_4012_8385_b323388d6045,5,29,f
792,32,2017-11-13 08:13:05.417+00,e5a6b00e_c417_4aae_88fa_439f964f1cb7,ODR_0_78125_HZ,29,f
793,33,2017-11-13 08:13:05.426+00,fbd141f0_fe66_4676_baf3_f1dd3077871e,0,29,f
794,34,2017-11-13 08:13:05.428+00,8ef28a85_2b43_4832_a0ea_e5456e250e49,TST_75_MS,29,f
795,35,2017-11-13 08:13:05.432+00,21cacb0b_f125_4eb9_aa29_5d678e39d3e7,AR_4G,29,f
796,36,2017-11-13 08:13:05.439+00,ab1076d7_26e5_427d_b584_eb54285f9be1,TQT_20_MS,29,f
797,37,2017-11-13 08:13:05.445+00,f31af45c_0448_42cb_bf1b_07de22dfc5e3,ST_1_5_S,29,f
798,38,2017-11-13 08:15:57.003+00,225bc5fd_ace6_4559_bbfc_74328ec74fd6,,29,f
799,39,2017-11-13 08:15:57.007+00,1f0f7026_d1ea_4bed_bb0a_d63929ee0bd7,,29,f
800,1,2017-11-13 08:20:17.747+00,225bc5fd_ace6_4559_bbfc_74328ec74fd6,FE:BF:7D:CF:D3:D3,30,f
801,2,2017-11-13 08:20:21.843+00,e4f71d42_50b8_4da0_a5ae_a0792967862e,27,30,f
802,3,2017-11-13 08:20:50.307+00,1f0f7026_d1ea_4bed_bb0a_d63929ee0bd7,DC:E0:E5:D0:CC:18,30,f
803,40,2017-11-13 08:29:45.663+00,225bc5fd_ace6_4559_bbfc_74328ec74fd6,DC:0E:FA:92:1F:86,29,f
804,41,2017-11-13 08:29:48.845+00,1f0f7026_d1ea_4bed_bb0a_d63929ee0bd7,E1:F1:CC:4F:67:0C,29,f
805,1,2017-11-13 09:34:44.52+00,225bc5fd_ace6_4559_bbfc_74328ec74fd6,DC:0E:FA:92:1F:86,29,f
806,2,2017-11-13 09:34:51.573+00,e4f71d42_50b8_4da0_a5ae_a0792967862e,27,29,f
807,3,2017-11-13 09:35:48.614+00,1f0f7026_d1ea_4bed_bb0a_d63929ee0bd7,E1:F1:CC:4F:67:0C,29,f
808,4,2017-11-13 12:08:35.866+00,first_alert_pattern,breathe,29,f
809,5,2017-11-13 12:08:35.876+00,third_alert_time,60,29,f
810,6,2017-11-13 12:08:35.88+00,280d80d7_2313_4f1c_b7f2_42226dbadb62,TRUE,29,f
811,7,2017-11-13 12:08:35.891+00,second_alert_time,55,29,f
812,8,2017-11-13 12:08:35.894+00,third_alert_colour,-65536,29,f
813,9,2017-11-13 12:08:35.898+00,5fdf6a77_a614_4a9a_990f_8cc66912b89a,5,29,f
814,10,2017-11-13 12:08:35.902+00,first_alert_colour,-23040,29,f
815,11,2017-11-13 12:08:35.909+00,second_alert_colour,-65536,29,f
816,12,2017-11-13 12:08:35.911+00,third_alert_pattern,on,29,f
817,13,2017-11-13 12:08:35.914+00,second_alert_pattern,breathe,29,f
818,14,2017-11-13 12:08:35.917+00,first_alert_time,45,29,f
819,15,2017-11-13 12:08:38.703+00,225bc5fd_ace6_4559_bbfc_74328ec74fd6,,29,f
820,16,2017-11-13 12:08:38.706+00,1f0f7026_d1ea_4bed_bb0a_d63929ee0bd7,,29,f
821,17,2017-11-13 12:09:31.088+00,225bc5fd_ace6_4559_bbfc_74328ec74fd6,F7:80:80:9E:BF:7F,29,f
822,18,2017-11-13 12:10:36.46+00,1f0f7026_d1ea_4bed_bb0a_d63929ee0bd7,FE:D3:97:FE:D3:F4,29,f
823,44,2017-11-13 13:41:20.838+00,225bc5fd_ace6_4559_bbfc_74328ec74fd6,,41,f
824,45,2017-11-13 13:41:20.845+00,1f0f7026_d1ea_4bed_bb0a_d63929ee0bd7,,41,f
825,46,2017-11-13 13:42:00.814+00,225bc5fd_ace6_4559_bbfc_74328ec74fd6,DB:7F:6B:18:5F:68,41,f
826,47,2017-11-13 13:42:22.744+00,1f0f7026_d1ea_4bed_bb0a_d63929ee0bd7,FA:B4:25:55:7A:E0,41,f
827,19,2017-11-13 13:50:42.294+00,225bc5fd_ace6_4559_bbfc_74328ec74fd6,,29,f
828,20,2017-11-13 13:50:42.307+00,1f0f7026_d1ea_4bed_bb0a_d63929ee0bd7,,29,f
829,19,2017-11-13 13:52:08.771+00,225bc5fd_ace6_4559_bbfc_74328ec74fd6,,37,f
830,20,2017-11-13 13:52:08.779+00,1f0f7026_d1ea_4bed_bb0a_d63929ee0bd7,,37,f
831,21,2017-11-13 13:52:23.839+00,225bc5fd_ace6_4559_bbfc_74328ec74fd6,E6:68:71:8A:52:6F,37,f
832,22,2017-11-13 13:52:39.973+00,1f0f7026_d1ea_4bed_bb0a_d63929ee0bd7,FE:D3:97:FE:D3:F4,37,f
833,1,2017-11-13 16:01:47.384+00,225bc5fd_ace6_4559_bbfc_74328ec74fd6,DC:E0:E5:D0:CC:18,30,f
834,2,2017-11-13 16:01:51.529+00,e4f71d42_50b8_4da0_a5ae_a0792967862e,27,30,f
835,3,2017-11-13 16:01:51.803+00,1f0f7026_d1ea_4bed_bb0a_d63929ee0bd7,FE:BF:7D:CF:D3:D3,30,f
836,4,2017-11-13 16:07:23.516+00,a3fb256f_537f_4866_98a6_08b74243c3d5,36,30,f
837,5,2017-11-13 16:07:23.518+00,538e7732_8683_4252_a01a_de5f569ef1d3,step,30,f
838,6,2017-11-13 16:07:23.519+00,0fa3073f_8f7e_4c75_b917_d6c460e3616a,0.5,30,f
839,7,2017-11-13 16:07:23.522+00,a2a6d8d1_8855_440a_a674_999dddd86d91,15,30,f
840,8,2017-11-13 16:07:23.524+00,3d4cfd67_fe21_4806_9fa2_191d2a684f70,DTW_700_MS,30,f
841,9,2017-11-13 16:07:23.525+00,419b3734_2726_44cc_93e4_b8675ad59dd5,23,30,f
842,10,2017-11-13 16:07:23.529+00,a9369024_729c_4fea_974e_e94ddba2be9a,4,30,f
843,11,2017-11-13 16:07:23.53+00,905a0988_d36e_4be4_b0ca_2e28855f3acc,NORMAL,30,f
844,12,2017-11-13 16:07:23.531+00,f36e4e95_0889_4ef1_a406_b3b62e019d61,1,30,f
845,13,2017-11-13 16:07:23.533+00,d165b310_d3ff_4388_bc9b_1165482b3aea,PT_1_S,30,f
846,14,2017-11-13 16:07:23.534+00,ae897343_bdc5_4a2d_b1ee_5bec1e2ba28e,60,30,f
847,15,2017-11-13 16:07:23.535+00,364cf54c_4b20_4e6e_949e_519f310be942,6,30,f
848,16,2017-11-13 16:07:23.537+00,e5a6b00e_c417_4aae_88fa_439f964f1cb7,ODR_0_78125_HZ,30,f
849,17,2017-11-13 16:07:23.538+00,276f9ec4_a7c0_4012_8385_b323388d6045,5,30,f
850,18,2017-11-13 16:07:23.54+00,fbd141f0_fe66_4676_baf3_f1dd3077871e,0,30,f
851,19,2017-11-13 16:07:23.541+00,8ef28a85_2b43_4832_a0ea_e5456e250e49,TST_75_MS,30,f
852,20,2017-11-13 16:07:23.543+00,21cacb0b_f125_4eb9_aa29_5d678e39d3e7,AR_4G,30,f
853,21,2017-11-13 16:07:23.545+00,ab1076d7_26e5_427d_b584_eb54285f9be1,TQT_20_MS,30,f
854,22,2017-11-13 16:07:23.547+00,f31af45c_0448_42cb_bf1b_07de22dfc5e3,ST_1_5_S,30,f
855,23,2017-11-13 16:07:31.513+00,fbd141f0_fe66_4676_baf3_f1dd3077871e,1,30,f
856,24,2017-11-13 16:07:49.579+00,fbd141f0_fe66_4676_baf3_f1dd3077871e,0,30,f
857,21,2017-11-13 16:38:04.835+00,225bc5fd_ace6_4559_bbfc_74328ec74fd6,FC:66:78:5A:8F:38,29,f
858,22,2017-11-13 16:38:08.799+00,e4f71d42_50b8_4da0_a5ae_a0792967862e,28,29,f
859,23,2017-11-13 16:38:40.415+00,1f0f7026_d1ea_4bed_bb0a_d63929ee0bd7,F7:80:80:9E:BF:7F,29,f
860,25,2017-11-14 10:06:06.624+00,first_alert_pattern,breathe,30,f
861,26,2017-11-14 10:06:06.63+00,third_alert_time,60,30,f
862,27,2017-11-14 10:06:06.633+00,280d80d7_2313_4f1c_b7f2_42226dbadb62,TRUE,30,f
863,28,2017-11-14 10:06:06.635+00,second_alert_time,55,30,f
864,29,2017-11-14 10:06:06.636+00,third_alert_colour,-65536,30,f
865,30,2017-11-14 10:06:06.638+00,5fdf6a77_a614_4a9a_990f_8cc66912b89a,5,30,f
866,31,2017-11-14 10:06:06.639+00,second_alert_colour,-65536,30,f
867,32,2017-11-14 10:06:06.64+00,first_alert_colour,-23040,30,f
868,33,2017-11-14 10:06:06.641+00,third_alert_pattern,on,30,f
869,34,2017-11-14 10:06:06.642+00,second_alert_pattern,breathe,30,f
870,35,2017-11-14 10:06:06.643+00,first_alert_time,45,30,f
871,24,2017-11-14 10:21:39.95+00,a3fb256f_537f_4866_98a6_08b74243c3d5,36,29,f
872,25,2017-11-14 10:21:40+00,538e7732_8683_4252_a01a_de5f569ef1d3,step,29,f
873,26,2017-11-14 10:21:40.002+00,0fa3073f_8f7e_4c75_b917_d6c460e3616a,0.5,29,f
874,27,2017-11-14 10:21:40.005+00,a2a6d8d1_8855_440a_a674_999dddd86d91,15,29,f
875,28,2017-11-14 10:21:40.007+00,3d4cfd67_fe21_4806_9fa2_191d2a684f70,DTW_700_MS,29,f
876,29,2017-11-14 10:21:40.009+00,419b3734_2726_44cc_93e4_b8675ad59dd5,23,29,f
877,30,2017-11-14 10:21:40.011+00,a9369024_729c_4fea_974e_e94ddba2be9a,4,29,f
878,31,2017-11-14 10:21:40.013+00,905a0988_d36e_4be4_b0ca_2e28855f3acc,NORMAL,29,f
879,32,2017-11-14 10:21:40.022+00,f36e4e95_0889_4ef1_a406_b3b62e019d61,1,29,f
880,33,2017-11-14 10:21:40.024+00,d165b310_d3ff_4388_bc9b_1165482b3aea,PT_1_S,29,f
881,34,2017-11-14 10:21:40.026+00,364cf54c_4b20_4e6e_949e_519f310be942,6,29,f
882,35,2017-11-14 10:21:40.029+00,ae897343_bdc5_4a2d_b1ee_5bec1e2ba28e,60,29,f
883,36,2017-11-14 10:21:40.032+00,276f9ec4_a7c0_4012_8385_b323388d6045,5,29,f
884,37,2017-11-14 10:21:40.035+00,e5a6b00e_c417_4aae_88fa_439f964f1cb7,ODR_0_78125_HZ,29,f
885,38,2017-11-14 10:21:40.037+00,fbd141f0_fe66_4676_baf3_f1dd3077871e,0,29,f
886,39,2017-11-14 10:21:40.039+00,8ef28a85_2b43_4832_a0ea_e5456e250e49,TST_75_MS,29,f
887,40,2017-11-14 10:21:40.042+00,21cacb0b_f125_4eb9_aa29_5d678e39d3e7,AR_4G,29,f
888,41,2017-11-14 10:21:40.044+00,ab1076d7_26e5_427d_b584_eb54285f9be1,TQT_20_MS,29,f
889,42,2017-11-14 10:21:40.047+00,f31af45c_0448_42cb_bf1b_07de22dfc5e3,ST_1_5_S,29,f
890,51,2017-11-14 11:13:12.652+00,e4f71d42_50b8_4da0_a5ae_a0792967862e,31,31,f
891,23,2017-11-14 11:19:38.351+00,225bc5fd_ace6_4559_bbfc_74328ec74fd6,,37,f
892,24,2017-11-14 11:19:38.36+00,1f0f7026_d1ea_4bed_bb0a_d63929ee0bd7,,37,f
893,52,2017-11-14 11:27:21.387+00,225bc5fd_ace6_4559_bbfc_74328ec74fd6,,31,f
894,53,2017-11-14 11:27:21.391+00,1f0f7026_d1ea_4bed_bb0a_d63929ee0bd7,,31,f
895,54,2017-11-14 11:27:44.903+00,1f0f7026_d1ea_4bed_bb0a_d63929ee0bd7,D6:EA:1B:BB:49:6A,31,f
896,55,2017-11-14 11:30:37.286+00,225bc5fd_ace6_4559_bbfc_74328ec74fd6,EF:E0:C9:D5:67:E1,31,f
897,43,2017-11-14 11:31:37.821+00,225bc5fd_ace6_4559_bbfc_74328ec74fd6,,29,f
898,44,2017-11-14 11:31:37.827+00,1f0f7026_d1ea_4bed_bb0a_d63929ee0bd7,,29,f
899,45,2017-11-14 12:14:19.547+00,225bc5fd_ace6_4559_bbfc_74328ec74fd6,C3:A2:B6:AA:9E:CB,29,f
900,46,2017-11-14 12:15:59.763+00,1f0f7026_d1ea_4bed_bb0a_d63929ee0bd7,E6:68:71:8A:52:6F,29,f
901,25,2017-11-14 12:23:39.986+00,1f0f7026_d1ea_4bed_bb0a_d63929ee0bd7,DC:0E:FA:92:1F:86,37,f
902,26,2017-11-14 12:23:43.892+00,e4f71d42_50b8_4da0_a5ae_a0792967862e,31,37,f
903,27,2017-11-14 12:24:27.447+00,1f0f7026_d1ea_4bed_bb0a_d63929ee0bd7,,37,f
904,28,2017-11-14 12:25:38.689+00,1f0f7026_d1ea_4bed_bb0a_d63929ee0bd7,FE:D3:97:FE:D3:F4,37,f
905,29,2017-11-14 12:26:08.808+00,225bc5fd_ace6_4559_bbfc_74328ec74fd6,E6:68:71:8A:52:6F,37,f
906,1,2017-11-14 13:30:50.626+00,225bc5fd_ace6_4559_bbfc_74328ec74fd6,EF:E0:C9:D5:67:E1,3,f
907,2,2017-11-14 13:30:56.887+00,e4f71d42_50b8_4da0_a5ae_a0792967862e,31,3,f
908,3,2017-11-14 13:31:55.001+00,1f0f7026_d1ea_4bed_bb0a_d63929ee0bd7,D6:EA:1B:BB:49:6A,3,f
909,15,2017-11-15 08:57:34.934+00,e4f71d42_50b8_4da0_a5ae_a0792967862e,31,32,f
910,30,2017-11-14 12:27:00.869+00,225bc5fd_ace6_4559_bbfc_74328ec74fd6,,37,f
911,31,2017-11-14 12:27:00.88+00,1f0f7026_d1ea_4bed_bb0a_d63929ee0bd7,,37,f
912,32,2017-11-15 12:46:23.001+00,225bc5fd_ace6_4559_bbfc_74328ec74fd6,E6:68:71:8A:52:6F,37,f
913,33,2017-11-15 12:47:31.231+00,1f0f7026_d1ea_4bed_bb0a_d63929ee0bd7,FE:D3:97:FE:D3:F4,37,f
914,34,2017-11-15 12:47:47.677+00,e5a6b00e_c417_4aae_88fa_439f964f1cb7,ODR_25_HZ,37,f
915,35,2017-11-15 13:29:46.39+00,225bc5fd_ace6_4559_bbfc_74328ec74fd6,,37,f
916,36,2017-11-15 13:29:46.396+00,1f0f7026_d1ea_4bed_bb0a_d63929ee0bd7,,37,f
917,37,2017-11-15 13:40:07.181+00,225bc5fd_ace6_4559_bbfc_74328ec74fd6,E6:68:71:8A:52:6F,37,f
918,38,2017-11-15 13:40:12.629+00,1f0f7026_d1ea_4bed_bb0a_d63929ee0bd7,FE:D3:97:FE:D3:F4,37,f
919,1,2017-11-15 13:44:21.597+00,225bc5fd_ace6_4559_bbfc_74328ec74fd6,C3:A2:B6:AA:9E:CB,29,f
920,2,2017-11-15 13:44:25.574+00,e4f71d42_50b8_4da0_a5ae_a0792967862e,31,29,f
921,3,2017-11-15 13:44:38.504+00,1f0f7026_d1ea_4bed_bb0a_d63929ee0bd7,F7:80:80:9E:BF:7F,29,f
922,1,2017-11-15 14:29:41.968+00,225bc5fd_ace6_4559_bbfc_74328ec74fd6,E6:68:71:8A:52:6F,37,f
923,2,2017-11-15 14:29:49.541+00,e4f71d42_50b8_4da0_a5ae_a0792967862e,31,37,f
924,3,2017-11-15 14:30:26.519+00,1f0f7026_d1ea_4bed_bb0a_d63929ee0bd7,FE:D3:97:FE:D3:F4,37,f
925,4,2017-11-15 14:32:53.338+00,a3fb256f_537f_4866_98a6_08b74243c3d5,36,37,f
926,5,2017-11-15 14:32:53.342+00,538e7732_8683_4252_a01a_de5f569ef1d3,step,37,f
927,6,2017-11-15 14:32:53.346+00,0fa3073f_8f7e_4c75_b917_d6c460e3616a,0.5,37,f
928,7,2017-11-15 14:32:53.354+00,a2a6d8d1_8855_440a_a674_999dddd86d91,15,37,f
929,8,2017-11-15 14:32:53.358+00,3d4cfd67_fe21_4806_9fa2_191d2a684f70,DTW_700_MS,37,f
930,9,2017-11-15 14:32:53.363+00,419b3734_2726_44cc_93e4_b8675ad59dd5,23,37,f
931,10,2017-11-15 14:32:53.366+00,a9369024_729c_4fea_974e_e94ddba2be9a,4,37,f
932,11,2017-11-15 14:32:53.37+00,905a0988_d36e_4be4_b0ca_2e28855f3acc,NORMAL,37,f
933,12,2017-11-15 14:32:53.376+00,f36e4e95_0889_4ef1_a406_b3b62e019d61,1,37,f
934,13,2017-11-15 14:32:53.379+00,d165b310_d3ff_4388_bc9b_1165482b3aea,PT_1_S,37,f
935,14,2017-11-15 14:32:53.391+00,364cf54c_4b20_4e6e_949e_519f310be942,6,37,f
936,15,2017-11-15 14:32:53.394+00,ae897343_bdc5_4a2d_b1ee_5bec1e2ba28e,60,37,f
937,16,2017-11-15 14:32:53.397+00,276f9ec4_a7c0_4012_8385_b323388d6045,5,37,f
938,17,2017-11-15 14:32:53.404+00,e5a6b00e_c417_4aae_88fa_439f964f1cb7,ODR_25_HZ,37,f
939,18,2017-11-15 14:32:53.407+00,fbd141f0_fe66_4676_baf3_f1dd3077871e,0,37,f
940,19,2017-11-15 14:32:53.41+00,8ef28a85_2b43_4832_a0ea_e5456e250e49,TST_75_MS,37,f
941,20,2017-11-15 14:32:53.413+00,21cacb0b_f125_4eb9_aa29_5d678e39d3e7,AR_4G,37,f
942,21,2017-11-15 14:32:53.416+00,ab1076d7_26e5_427d_b584_eb54285f9be1,TQT_20_MS,37,f
943,22,2017-11-15 14:32:53.42+00,f31af45c_0448_42cb_bf1b_07de22dfc5e3,ST_1_5_S,37,f
944,23,2017-11-15 14:37:40.835+00,fbd141f0_fe66_4676_baf3_f1dd3077871e,1,37,f
945,4,2017-11-15 14:45:48.748+00,a3fb256f_537f_4866_98a6_08b74243c3d5,36,29,f
946,5,2017-11-15 14:45:48.752+00,538e7732_8683_4252_a01a_de5f569ef1d3,step,29,f
947,6,2017-11-15 14:45:48.756+00,0fa3073f_8f7e_4c75_b917_d6c460e3616a,0.5,29,f
948,7,2017-11-15 14:45:48.793+00,a2a6d8d1_8855_440a_a674_999dddd86d91,15,29,f
949,8,2017-11-15 14:45:48.796+00,3d4cfd67_fe21_4806_9fa2_191d2a684f70,DTW_700_MS,29,f
950,9,2017-11-15 14:45:48.805+00,419b3734_2726_44cc_93e4_b8675ad59dd5,23,29,f
951,10,2017-11-15 14:45:48.81+00,a9369024_729c_4fea_974e_e94ddba2be9a,4,29,f
952,11,2017-11-15 14:45:48.813+00,905a0988_d36e_4be4_b0ca_2e28855f3acc,NORMAL,29,f
953,12,2017-11-15 14:45:48.816+00,f36e4e95_0889_4ef1_a406_b3b62e019d61,1,29,f
954,13,2017-11-15 14:45:48.819+00,d165b310_d3ff_4388_bc9b_1165482b3aea,PT_1_S,29,f
955,14,2017-11-15 14:45:48.821+00,364cf54c_4b20_4e6e_949e_519f310be942,6,29,f
956,15,2017-11-15 14:45:48.825+00,ae897343_bdc5_4a2d_b1ee_5bec1e2ba28e,60,29,f
957,16,2017-11-15 14:45:48.827+00,276f9ec4_a7c0_4012_8385_b323388d6045,5,29,f
958,17,2017-11-15 14:45:48.83+00,e5a6b00e_c417_4aae_88fa_439f964f1cb7,ODR_25_HZ,29,f
959,18,2017-11-15 14:45:48.84+00,fbd141f0_fe66_4676_baf3_f1dd3077871e,0,29,f
960,19,2017-11-15 14:45:48.842+00,8ef28a85_2b43_4832_a0ea_e5456e250e49,TST_75_MS,29,f
961,20,2017-11-15 14:45:48.847+00,21cacb0b_f125_4eb9_aa29_5d678e39d3e7,AR_4G,29,f
962,21,2017-11-15 14:45:48.849+00,ab1076d7_26e5_427d_b584_eb54285f9be1,TQT_20_MS,29,f
963,22,2017-11-15 14:45:48.856+00,f31af45c_0448_42cb_bf1b_07de22dfc5e3,ST_1_5_S,29,f
